epoch,step,train_loss_step
0,49,0.6088380813598633
0,99,1.1542013883590698
0,149,1.1388757228851318
0,199,0.6619995832443237
0,249,0.8176496028900146
0,299,0.6230230927467346
0,349,0.859984278678894
0,399,0.5840851068496704
0,449,0.573387861251831
0,499,0.7774113416671753
0,549,0.7016876339912415
0,599,0.3616521954536438
0,649,0.675318717956543
0,699,0.42633453011512756
0,749,0.4639147222042084
0,799,0.43615221977233887
0,849,0.3240608274936676
0,899,0.48149317502975464
0,949,0.3932039737701416
0,999,0.2992236018180847
0,1049,0.3764824867248535
0,1099,0.23334065079689026
0,1149,0.24530738592147827
0,1199,0.21983137726783752
0,1249,0.16968274116516113
0,1299,0.22736018896102905
0,1349,0.20087406039237976
0,1399,0.14064589142799377
0,1449,0.1974756121635437
0,1499,0.1966129094362259
0,1549,0.14341914653778076
0,1599,0.10731670260429382
0,1649,0.12734664976596832
0,1699,0.15817883610725403
0,1749,0.1439875364303589
0,1799,0.1295192986726761
0,1849,0.11189428716897964
0,1899,0.14056289196014404
0,1949,0.09755793958902359
0,1999,0.11924734711647034
0,2049,0.1389911025762558
0,2099,0.1220068633556366
0,2149,0.09645646810531616
0,2199,0.11461276561021805
0,2249,0.12873458862304688
0,2299,0.09298312664031982
0,2349,0.08302383124828339
0,2399,0.088083915412426
0,2449,0.07951290905475616
0,2499,0.11998924612998962
0,2549,0.08242156356573105
0,2599,0.08915821462869644
0,2649,0.08717618882656097
0,2699,0.09021125733852386
0,2749,0.11054353415966034
0,2799,0.07034038007259369
0,2849,0.08340765535831451
0,2899,0.08257202059030533
0,2949,0.10020525753498077
0,2999,0.10290171205997467
0,3049,0.08297079801559448
0,3099,0.0925096720457077
0,3149,0.11281181126832962
0,3199,0.07778877019882202
0,3249,0.09401156008243561
0,3299,0.12368796765804291
0,3349,0.09939967095851898
0,3399,0.09053044766187668
0,3449,0.10478419065475464
0,3499,0.10646602511405945
0,3549,0.09651390463113785
0,3599,0.10512000322341919
0,3649,0.10901184380054474
0,3699,0.11005918681621552
0,3749,0.09367893636226654
0,3799,0.0913214236497879
0,3849,0.11054151505231857
0,3899,0.1185608059167862
0,3949,0.08647823333740234
0,3999,0.08746225386857986
0,4049,0.10017760097980499
0,4099,0.07921338826417923
0,4149,0.1234787255525589
0,4199,0.09570726752281189
0,4249,0.09934136271476746
0,4299,0.07160650193691254
0,4349,0.07578546553850174
0,4399,0.10690914839506149
0,4449,0.06837636977434158
0,4499,0.0957341194152832
0,4549,0.10181993991136551
0,4599,0.09871864318847656
0,4649,0.1059054583311081
0,4699,0.11646302789449692
0,4749,0.09860876202583313
0,4799,0.08444955945014954
0,4849,0.10131491720676422
0,4899,0.0872395932674408
0,4949,0.10005435347557068
0,4999,0.0792786106467247
0,5049,0.09686345607042313
0,5099,0.10638731718063354
0,5149,0.09535867720842361
0,5199,0.10209967195987701
0,5249,0.09380006790161133
0,5299,0.10062579810619354
0,5349,0.11490970849990845
0,5399,0.114190012216568
0,5449,0.08489203453063965
0,5499,0.1097167357802391
0,5549,0.10411879420280457
0,5599,0.09484395384788513
0,5649,0.10800859332084656
0,5699,0.10844910144805908
0,5749,0.13648934662342072
0,5799,0.09782975912094116
0,5849,0.08278524875640869
0,5899,0.08844586461782455
0,5949,0.09648646414279938
0,5999,0.11344532668590546
0,6049,0.10525329411029816
0,6099,0.09943211823701859
0,6149,0.12629863619804382
0,6199,0.09794512391090393
0,6249,0.10827154666185379
0,6299,0.10862819850444794
0,6349,0.10462014377117157
0,6399,0.10254320502281189
0,6449,0.09751960635185242
0,6499,0.07305006682872772
0,6549,0.09020385891199112
0,6599,0.08965770900249481
0,6649,0.09623400866985321
0,6699,0.09742692112922668
0,6749,0.09160848706960678
0,6799,0.1111430674791336
0,6849,0.12048663198947906
0,6899,0.09748994559049606
