epoch,step,train_loss_epoch,train_loss_step
0,49,,0.7643590569496155
0,99,,1.0460338592529297
0,149,,0.8455542325973511
0,199,,1.0552220344543457
0,249,,1.3407634496688843
0,299,,1.0873267650604248
0,349,,0.9208384156227112
0,399,,0.395882248878479
0,449,,0.8283740282058716
0,499,,0.5808082818984985
0,549,,0.5719487071037292
0,599,,0.6932030320167542
0,649,,0.4945121109485626
0,699,,0.6690387725830078
0,749,,0.5743348002433777
0,799,,0.46997344493865967
0,849,,0.2763534188270569
0,899,,0.4468154013156891
0,949,,0.331038236618042
0,999,,0.34744197130203247
0,1049,,0.3800410032272339
0,1099,,0.3330226540565491
0,1149,,0.27077776193618774
0,1199,,0.2754758894443512
0,1249,,0.24315662682056427
0,1299,,0.1890038102865219
0,1349,,0.15462717413902283
0,1399,,0.18804623186588287
0,1449,,0.16530880331993103
0,1499,,0.18010303378105164
0,1549,,0.12750178575515747
0,1599,,0.182210773229599
0,1649,,0.10586448758840561
0,1699,,0.12427110224962234
0,1749,,0.0946517363190651
0,1799,,0.1357891708612442
0,1849,,0.10346446186304092
0,1899,,0.14346785843372345
0,1949,,0.1312980353832245
0,1999,,0.1027824878692627
0,2049,,0.12679336965084076
0,2099,,0.13325896859169006
0,2149,,0.12310858070850372
0,2199,,0.09873507916927338
0,2249,,0.1216362863779068
0,2299,,0.10030144453048706
0,2349,,0.09568917751312256
0,2399,,0.11629006266593933
0,2449,,0.08413782715797424
0,2499,,0.09478775411844254
0,2549,,0.08331474661827087
0,2599,,0.09735698997974396
0,2649,,0.12291142344474792
0,2699,,0.0963042825460434
0,2749,,0.12229936569929123
0,2799,,0.09238962084054947
0,2849,,0.08892889320850372
0,2899,,0.09078653156757355
0,2949,,0.09274895489215851
0,2999,,0.10810936987400055
0,3049,,0.09061017632484436
0,3099,,0.11258454620838165
0,3149,,0.11808598786592484
0,3199,,0.10937503725290298
0,3249,,0.10875451564788818
0,3299,,0.0834050253033638
0,3349,,0.09284089505672455
0,3399,,0.08515489101409912
0,3449,,0.09865835309028625
0,3499,,0.10137555003166199
0,3549,,0.1130228266119957
0,3599,,0.11791661381721497
0,3649,,0.10716933012008667
0,3699,,0.09831064939498901
0,3749,,0.1089036762714386
0,3799,,0.08849947899580002
0,3849,,0.09193307161331177
0,3899,,0.0833943784236908
0,3949,,0.10585202276706696
0,3999,,0.10575064271688461
0,4049,,0.08445805311203003
0,4099,,0.0936950147151947
0,4149,,0.09977619349956512
0,4199,,0.10701097548007965
0,4249,,0.09962399303913116
0,4299,,0.09319707006216049
0,4349,,0.0942428782582283
0,4399,,0.09519799053668976
0,4449,,0.10088025033473969
0,4499,,0.09884341061115265
0,4549,,0.10874339193105698
0,4599,,0.10650493204593658
0,4649,,0.06295435130596161
0,4699,,0.10075637698173523
0,4749,,0.08504660427570343
0,4799,,0.09727851301431656
0,4849,,0.09146307408809662
0,4899,,0.0966775119304657
0,4949,,0.10779621452093124
0,4999,,0.10462532937526703
0,5049,,0.0961126983165741
0,5099,,0.09780997037887573
0,5149,,0.10558521747589111
0,5199,,0.10738873481750488
0,5249,,0.10232557356357574
0,5299,,0.1173330619931221
0,5349,,0.09244178235530853
0,5399,,0.1030794307589531
0,5449,,0.10109865665435791
0,5499,,0.08097422122955322
0,5549,,0.12160348147153854
0,5599,,0.0796675831079483
0,5649,,0.09299559891223907
0,5699,,0.10649366676807404
0,5749,,0.08082379400730133
0,5799,,0.09950195252895355
0,5849,,0.10577180981636047
0,5899,,0.08530858159065247
0,5949,,0.11317412555217743
0,5999,,0.09582977741956711
0,6049,,0.10231143236160278
0,6099,,0.1065974086523056
0,6149,,0.111932173371315
0,6199,,0.09202785044908524
0,6249,,0.09901055693626404
0,6299,,0.09143490344285965
0,6349,,0.08511818945407867
0,6399,,0.08831053972244263
0,6449,,0.10612305998802185
0,6499,,0.10622916370630264
0,6549,,0.12466222792863846
0,6599,,0.12017375230789185
0,6649,,0.14026862382888794
0,6699,,0.10459010303020477
0,6749,,0.10061469674110413
0,6799,,0.11001798510551453
0,6849,,0.10176844894886017
0,6899,,0.09513244032859802
0,6949,,0.08771564066410065
0,6999,,0.09578203409910202
0,7049,,0.09529352933168411
0,7099,,0.08726866543292999
0,7149,,0.1117938980460167
0,7199,,0.08587494492530823
0,7249,,0.10492365062236786
0,7299,,0.11875220388174057
0,7349,,0.0940483808517456
0,7399,,0.08648359030485153
0,7449,,0.10760976374149323
0,7499,,0.09641140699386597
0,7549,,0.09192166477441788
0,7599,,0.08971721678972244
0,7649,,0.09446445107460022
0,7699,,0.1038365289568901
0,7749,,0.09002456814050674
0,7799,,0.07504971325397491
0,7849,,0.08212385326623917
0,7899,,0.08940467983484268
0,7949,,0.09122249484062195
0,7999,,0.0733431801199913
0,8049,,0.10330188274383545
0,8099,,0.11388073861598969
0,8149,,0.09511914849281311
0,8199,,0.08252644538879395
0,8249,,0.09838610142469406
0,8299,,0.09421969950199127
0,8349,,0.08153393119573593
0,8399,,0.1122276782989502
0,8449,,0.12072792649269104
0,8499,,0.1172599196434021
0,8549,,0.09637923538684845
0,8599,,0.09954714775085449
0,8649,,0.0981282889842987
0,8699,,0.10558514297008514
0,8749,,0.09878285229206085
0,8799,,0.07723460346460342
0,8849,,0.09525349736213684
0,8899,,0.06586665660142899
0,8949,,0.10999839007854462
0,8999,,0.09603796899318695
0,9049,,0.08767329901456833
0,9099,,0.10869616270065308
0,9149,,0.10522617399692535
0,9199,,0.08497519046068192
0,9249,,0.08209552615880966
0,9299,,0.10076218843460083
0,9349,,0.10056960582733154
0,9350,0.17491400241851807,
1,9399,,0.09579011797904968
1,9449,,0.09432004392147064
1,9499,,0.09958365559577942
1,9549,,0.1102035716176033
1,9599,,0.10148197412490845
